"paperId","authors","first_author","title","abstract","date","keywords","references","pub_name","venue_name","pub_vol","pub_type","pages","year"
"000e9f12979b6355a865312cb199aac2b0cf1d0d","['3415507', '143775646', '2249707', '145983059']","3415507","Algorithmic differentiation for piecewise smooth functions: a case study for robust optimization","","2018-11-02","['natural language processing', 'computer vision', 'neural networks', 'literature review']","['000ef854d4dfbc4e3123b5478755cb43fee425ed', '00004326f6c80527a54f78f6b94e6c4017db7435', '0010406dbe0d77b3c7b9876c3a2df6f7fb10ec8b', '0018712ce094ec83f4e1e8af21d96b633a8e4e4a', '000dd471bc37669204fd85c370bb903987497f13', '0001febe6e236e225124c23018b97b513beeb70b']","Optimization Methods and Software","Optimization Methods and Software","33","Journal","24-132",""
"000ebc47980dd20fbdb803f9522e47db9d6b05fd","['40558102', '1799712', '143798885']","40558102","A neuroevolution strategy using multi-agent incorporated hierarchical ensemble model","In this study, a neuroevolution strategy using Multi-Agent Incorporated Hierarchical Ensemble Model (MAIHEM) inspired by human incorporated company structure is proposed. It utilizes the hierarchical structure to ensemble modules of entities into firms to preserve complex structure at lower level, and at higher level incorporates firms into departments to facilitate multiple objectives. The corporate level structure from the top guides and reviews their overall performance. The ensemble structure not only compete within their own ranks, but also cooperate and swap/merger underlying units for fast adaptation without compromising their existing structures. The preliminary result with multi-constrained music melody generation shows this strategy can not only solve complex multi-objective tasks steadily but also preserve diversity in the population.","2018-07-06","['systems biology', 'genomics', 'transcriptomics', 'optimization']","['0004d56897ecd2cad15a6e6f5ee656639b786bd7', '00004eb2f697bb79ebcc1e3e859ef1fe40e394d4', '00102ba970032f40cb85c28fa0a6321cd0dee9ba', '0012e46082f198d7616607ad735a377fb48023fc']","Annual Conference on Genetic and Evolutionary Computation","Annual Conference on Genetic and Evolutionary Computation","Vol. XY","Proceedings","48-101",""
"000ecccdab1f21a0dc977d8fec0e8f2f787281bf","[None, '2356016']","","Back to the beginning: Starting point detection for early recognition of ongoing human actions","Abstract We address the task of recognizing the category of an ongoing human action from a video stream. This task is challenging because of the need to output categorization decisions based on partial evidence—the action has not finished and not all information about the action has been observed. This task is further complicated because the ongoing action is submerged in the stream of data and the start of the action is not given. Existing methods for early recognition usually ignore this issue, making unrealistic assumption about the availability of the starting point of the ongoing action. In this paper, we prove the importance of starting point detection and subsequently propose a method to determine the start of an ongoing action. Our method is based on a bidirectional recurrent neural network that computes the probability of a frame to be the starting point by comparing the dynamics of the actions before and after the frame. Experiments on three datasets show that our method can reliably detect the starting point of an ongoing action, improving the early recognition accuracy.","2018-10-01","['genomics', 'transcriptomics', 'protein folding', 'optimization']","['0007ce1f5274d88225721809a92de358e980bbc0', '00116542297f6014b28a7ae2874c7ca02cf89988', '0015f1aa49d5116410b2990915ab8f35d502a997']","Computer Vision and Image Understanding","Computer Vision and Image Understanding","175","Journal","21-161",""
"000ef854d4dfbc4e3123b5478755cb43fee425ed","['31344620']","31344620","Design Optimization of Cyber-Physical Systems by Partitioning and Coordination: A Study on Mechatronic Systems","Cyber-Physical Systems are inherently complex. Reducing the design complexity of such systems, is beneficial for scalability of the design. In this paper, a method for design optimization of these systems is proposed to facilitate the decomposition of the optimization problem for the whole system into smaller sub-problems and coordination of modular solutions to reach the desired optimum. The coordinated solutions are either identical to the optimal solution of the complex optimization problem for the system as a whole or within an acceptable error margin of it. To demonstrate the efficacy of the method, it is applied to a mechatronic case study. The results provide evidence for the potential feasibility of the methodology in terms of meeting the requirements on the solutions, while reducing the computational demand of the design process.","2018-08-01","['agile methodology', 'design patterns', 'code refactoring', 'future trends']","['000685e039f89a4baf3e0de2502dbc988e663db4']","Euromicro Symposium on Digital Systems Design","Euromicro Symposium on Digital Systems Design","Vol. XY","Proceedings","36-155",""
"000f786537188bf6c2e6ac2bf90e664b91c9aaa6","['14399313', '35138699', '1717413', '1757722']","14399313","A Study on Force-Based Collaboration in Flying Swarms","","2018-10-29","['big data', 'data modeling', 'data processing', 'survey']","['0013ff2301041de7805e828b80a3d11b0b0a10ba']","","","Vol. XY","Proceedings","56-189",""
"000f94ebeff87fcba377b935acc182131057fccf","['144834709', '143843304', '1995400', '1688353']","144834709","Incentive Mechanism for Privacy-Aware Data Aggregation in Mobile Crowd Sensing Systems","The recent proliferation of human-carried mobile devices has given rise to mobile crowd sensing (MCS) systems that outsource the collection of sensory data to the public crowd equipped with various mobile devices. A fundamental issue in such systems is to effectively incentivize worker participation. However, instead of being an isolated module, the incentive mechanism usually interacts with other components which may affect its performance, such as data aggregation component that aggregates workers’ data and data perturbation component that protects workers’ privacy. Therefore, different from the past literature, we capture such interactive effect and propose INCEPTION, a novel MCS system framework that integrates an incentive, a data aggregation, and a data perturbation mechanism. Specifically, its incentive mechanism selects workers who are more likely to provide reliable data and compensates their costs for both sensing and privacy leakage. Its data aggregation mechanism also incorporates workers’ reliability to generate highly accurate aggregated results, and its data perturbation mechanism ensures satisfactory protection for workers’ privacy and desirable accuracy for the final perturbed results. We validate the desirable properties of INCEPTION through theoretical analysis as well as extensive simulations.","2018-08-16","['neural networks', 'reinforcement learning', 'computer vision', 'methodology']","['001a22e8e05cadd7a01fe82893c66286028bf419']","IEEE/ACM Transactions on Networking","IEEE/ACM Transactions on Networking","26","Journal","66-112",""
"000f9dda82f9a3785540b3a133e32811039a4a51","['2108455387', '49188457', '47119537', '8063808', '46495033']","2108455387","Capacity of 3D MANETs Under Packet Redundancy and Receiver Probing","There are many articles addressed capacity in mobile ad hoc networks(MANETs), most of these works explored capacity in two-dimensional environment (2D MANETs), it is a carrier for 3D MANETs developing. We address the capacity of 3D MANETs in this paper, furthermore, this paper enhance our previous work related to capacity of 3D MANETs. In our previous work, the sender selects randomly receiver once in each time-slot, if the selected receiver has carrying a copy of the sending packet, the sender will keep idle in this time-slot, so that the precious bandwidth is wasted. To this end, we adopt receiver probing in this paper, for each time-slot, the sender has $\tau$ round chances to select a receiver. As a result, it raises the transmission opportunity under both source-to-relay transmission and relay-to-destination transmission. We develop a Markov chain theoretical model to characterise the packet transmission process, with the help of the theoretical model, we drive the closed-form expression for throughput capacity.","2018-10-01","['data modeling', 'data management', 'data querying', 'optimization']","['0011e5d02fcb510b5b2ce33c69bd6d9e60fe7ff8', '000f0912fc319fb295ac88f6b7ccfaa639b8adb9', '0006b39165ea759aa01a80e6cac035b7e71423c8', '00002ea837f4c849477dd2706f676f6dba8d15d1', '0010a7e4a95fe3430912ba43db53d75e2aa9456c', '00024288e64e5ae0628496098022a8df4727b1d6', '00102ba970032f40cb85c28fa0a6321cd0dee9ba', '00026a825063a56e3bdde4fa3d9e43cae33c9ec8', '001255f14e078f27031e68ab1104a6bbbaa110d8']","International Conference on Networking and Network Applications","International Conference on Networking and Network Applications","Vol. XY","Proceedings","41-173",""
"000fabcf268cba8d152f934effe6d9b6b2413d9f","['30841195', '2365487']","30841195","Efficient weighted-frequent-regular itemsets mining using interval word segments structure","","","['reinforcement learning', 'natural language processing', 'neural networks', 'empirical analysis']","['000d21240aff6bc045cb81755b532552432fdb69', '00136066db15cccbde9eb1b2b1a57c6c2e576f19']","International Conference on Knowledge and Smart Technology","International Conference on Knowledge and Smart Technology","Vol. XY","Proceedings","70-177",""
"000fd06955bd9b94a60150eb131e9d8a0a7890e9","['40387978', '92351090', '2222439']","40387978","On the Second Separating Redundancy of LDPC Codes from Finite Planes","","2018-03-01","['network security', 'vulnerability assessment', 'access control', 'empirical analysis']","['0002693c9b8fe748c3e322979587bdf20148f8de', '0000dae66cf45b0c279524987c81a5350e5ee510', '00151a726b48aafa0a9f13de7a9064b2e554f057', '0008cb017b9659277632d26566e512a0bdfde553', '000b4ed3a5d5788a34a080dc7d64dbe379940d6c']","IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences","IEICE Transactions on Fundamentals of Electronics Communications and Computer Sciences","101-A","Journal","8-125",""
"000fd977c64137ba36b154be1ac427cb8b3f0f87","['2619899', '144772111', '144347283']","2619899","Exploring how children interact with 3D shapes using haptic technologies","Haptic devices have the potential to enhance the learning experience by foregrounding embodied, sensory and multi-modal elements of learning topics. In this paper, we report on-going work investigating a game prototype with haptic feedback for seven year old children's engagement with geometrical concepts as part of an iterative design study. Our findings include a new game play mode adopted by the children, that empowers the use of haptic feedback in game play and has the potential to enable the enactment of shape properties in the game play process.","2018-06-19","['predictive modeling', 'supervised learning', 'reinforcement learning', 'empirical analysis']","['0012b80d18d21dc6f1e967a74f71a99a631acb03', '0012f5ec85ad45701f868be1468f23d716add516', '001168b2fa3d7c016c5b804344b6ee106006cb10', '000fe3d81d9e50c7ac5f6e903694df2939db0eb6', '000add630ea37e52f03b21e829e5af1f3f855e56', '0019bc95c5990ee38ba6ac3ffcf106f40a8d5a48', '0001860e5499e3bbfee30c7e7aee581f9725be01', '001265a9ab8b7c8fc67f7664266808db1ef19159', '00166c2a097cb167dc755ae7b756c56b3f64a7b5', '00079c0e5097caa824842cb6c318dc05467cd55e']","International Conference on Interaction Design and Children","International Conference on Interaction Design and Children","Vol. XY","Journal","80-191",""
"00100840ed1fa30e40130443d63bef722bf7a1d3","['143967552', '66796501', '66084298', '66945461', '122777102', '2355808474']","143967552","A Practical Solution to the ACM RecSys Challenge 2018","Cold-start problem, occurring when a new user joins the system, is an important factor that influences the satisfaction of the users. Since the user has no or almost no interaction with the recommendation system before, the system finds it difficult to obtain adequate information about user preferences so that it cannot provide a high quality personalized recommendation service. Furthermore, there is also a lack of information about the preferences of even familiar users due to the fact that many of them are not always willing to explicitly describe their evaluation of a specific item through ratings. Utilizing all information about user preferences including explicit and especially implicit data helps our recommendation system achieve a promising result in the ACM RecSys Challenge 2018 organized by Spotify. Experiments show that the proposed model not only deals with the cold-start problem but also gains a high precision of recommendation for the whole system whilst costing an amount of much lower time and hardware resource compared with Top 5 participants.","2018-11-01","['genomics', 'transcriptomics', 'protein folding', 'literature review']","['0008f44f75d15c31fd32540080dfee40acf4bdee', '000ce80a8d4b0cf6be199cf97d8912b9dc9b44b2', '00150b80b5452fc5faaf7d78080e2a11592553e1', '000353fa52e0c081405fb396330a044a9105893f', '0000238f07f151172cf2602588ba762b55c8464b', '000eae1bfed5767c877e30cef9fe38682d442367', '0008473a014619c302851daf043812fc2325c2aa']","National Foundation for Science and Technology Development Conference on Information and Computer Science","National Foundation for Science and Technology Development Conference on Information and Computer Science","Vol. XY","Proceedings","77-128",""
"00102ba970032f40cb85c28fa0a6321cd0dee9ba","['143916457']","143916457","Greater patient health information control to improve the sustainability of health information exchanges","Health information exchanges (HIEs) are multisided platforms that facilitate the sharing of patient health information (PHI) between providers and payers across organizations within a region, community or hospital system. The benefits of HIEs to payers and providers include lower cost, faster services, and better health outcome. However, most HIEs have configured the patient healthcare consent process to give all providers who sign up with the exchange access to PHI for all consenting patients, leaving no control to patients in customized what information to share and with who. This research investigates the impact of granting greater control to patients in sharing their personal health information on consent rates and making them active participants in the HIEs system. This research utilizes a randomized experimental survey design study. The study uses responses from 388 participants and structural equation modeling (SEM) to test the conceptual model. The main findings of this research include that patients consent rate increases significantly when greater control in sharing PHI is offered to the patient. In addition, greater control reduces the negative impact of privacy concern on the intention to consent. Similarly, trust in healthcare professionals leads to higher consent when greater control is offered to the patient. Thus, greater control empowers the role of trust in engaging patients and sustaining HIEs. The paper makes a theoretical contribution to research by extending the unified theory of acceptance and use of technology (UTAUT) model. The findings impact practice by providing insights that will help sustain HIEs.","2018-07-01","['deep learning', 'reinforcement learning', 'computer vision', 'case study']","['0007a2fae560ed572b601ef4f4b61fc4b0a2c20d', '0015f1aa49d5116410b2990915ab8f35d502a997', '000299ed88172682bc24f41bcba4cce0bb45e7d7', '0014214be477df88b91f8934c073c0bf87b36e84', '000466daba9f58e64ae47de20a7b9d1a17945fb5', '0001248b45c9548dd4a80d497558e97019c21748', '0011192c61697b47b3955680ba3649331819f2e9']","Journal of Biomedical Informatics","Journal of Biomedical Informatics","83","Journal","52-111",""
"001030b73d105a2acd6a10990fe3e398751d610a","['51149653', '1745900', '2360024', '2053026']","51149653","Automatic Short Answer Grading and Feedback Using Text Mining Methods","Automatic grading is not a new approach but the need to adapt the latest technology to automatic grading has become very important. As the technology has rapidly became more powerful on scoring exams and es- says, especially after the 1990s, partially or wholly automated grading systems using computational methods have evolved and have become a major area of research. In particular, the demand of scoring of natural language responses has created a need for tools that can be applied to automatically grade these responses. In this paper, we focus on the concept of automatic grading of short answer questions such as are typical in the UK GCSE system, and providing useful feedback on their answers to students. We present experimental results on a dataset provided from the introductory computer science class in the Uni- versity of North Texas. We first apply standard data mining techniques to the corpus of student answers for the purpose of measuring similarity between the student answers and the model answer. This is based on the number of common words. We then evaluate the relation between these similarities and marks awarded by scorers. We then consider a clustering approach that groups student answers into clusters. Each cluster would be awarded the same mark, and the same feedback given to each answer in a cluster. In this manner, we demonstrate that clusters indicate the groups of students who are awarded the same or the similar scores. Words in each cluster are compared to show that clusters are constructed based on how many and which words of the model answer have been used. The main novelty in this paper is that we design a model to predict marks based on the similarities between the student answers and the model answer.","2018-07-27","['agile methodology', 'code refactoring', 'continuous integration', 'methodology']","['00144c326e2ffbce1e0ccdd7f28ca908a15d507d', '000e38534a236a1e6366741fe9b934f794b6771f', '000919938a64847125e660644a542ee487ed8c2a', '0004e150d93d52624a2caf7a9d37e2be9d4dae3f', '0008490758701baf76c6211a9d8625bcfba2f0f3', '0016b458ac40192c89ac3e1ec4e3dc689ba6f704']","Procedia Computer Science","Procedia Computer Science","abs/1807.10543","Journal","39-187",""
"00104791ecaeda8110d7101c5bb6ddc03ad90279","['1736971']","1736971","MULTI-SOURCE CLOUD PLATFORM FOR ENHANCING THE QUALITY OF LIFE","","2018-06-20","['data modeling', 'data management', 'data querying', 'methodology']","['000a409db5636cda89638c0678a5fbe35082f4bf', '000a76e7a390174ea231ee36e072d20f8148743f', '0012ef812e73a2047138ebd2f30b659d41ca5a39', '0009c4975fcb502a4af0e53d46ec6255c13216a1', '000fc33b7b74e01485d7c81cf64b9a3c661bbc4d', '000fd94e062da9b2d3e4d3dfe07acd8706a787bc']","18th International Multidisciplinary Scientific GeoConference SGEM2018, Energy and Clean Technologies","18th International Multidisciplinary Scientific GeoConference SGEM2018, Energy and Clean Technologies","Vol. XY","Proceedings","38-137",""
"00104d8421d7721f53a4d73db7c804c0e2a2b023","['3249325', '2370814', '2403895671']","3249325","Novel EM based ML Kalman estimation framework for superresolution of stochastic three-states microtubule signal","BackgroundRecent research has found that abnormal functioning of Microtubules (MTs) could be linked to fatal diseases such as Alzheimer’s. Hence, there is an imminent need to understand the implications of MTs for disease- diagnosis. However, studies of cellular processes like MTs are often constrained by physical limitations of their data acquisition systems such as optical microscopes and are vulnerable to either destruction of the specimen or the probe. In addition, study of MTs is challenged with non-uniform sampling of the MT dynamic instability phenomenon relative to its time-lapse observation of the cellular processes. Thus, the above caveats limit the overall period of time that the MT data can be collected, thereby causing limited data availability scenario.ResultsIn this work, two novel superresolution frameworks based on Expectation Maximization (EM) based Maximum Likelihood (ML) estimation using Kalman filters (MLK) technique are proposed to address the issues of non-uniform sampling and limited data availability of MT signals. The proposed MLK methods optimizes prediction of missing observations in the MT signal through information extraction using correlation-based patch processing and principal component analysis -based mutual information. Experimental results prove that the proposed MLK-based superresolution methods outperformed nonlinear interpolation and compressed sensing methods.ConclusionsThis work aims to address limited data availability and data/observation loss incurred due to non-uniform sampling of biological signals such as MTs. For this purpose, statistical modelling of stochastic MT signals using EM based ML driven Kalman estimation (MLK) is considered as a fundamental framework for prediction of missing MT observations. It was experimentally validated that the proposed superresolution methods provided superior overall performance, better MT signal estimation using fewer samples, high SNR, low errors, and better MT parameter estimation than other methods.","2018-11-01","['malware analysis', 'access control', 'cryptography', 'optimization']","['00096679b345c9b690042564a7cb35355df3bd35', '0014e70ec8d51efcab438e73fd5d3c6ae21375c1', '000fe3d81d9e50c7ac5f6e903694df2939db0eb6', '001a7d9414fd86eab8232412e16daa691867aa22', '0013bd9f542d572c15c1082d0feee7e3fe8df72b']","BMC Systems Biology","BMC Systems Biology","12","Journal","59-113",""
"00104ecdc59405d20c330800ae8170dad9cab0c8","['51964718', '3161999', '46554283']","51964718","Designing Interaction for Chatbot-Based Conversational Commerce with User-Centered Design","Chatbot-based conversational commerce which allows buyers to do online shopping by conversing with chatbot through messaging application has been growing in the e-commerce industry. However, based on studies conducted in this paper, findings show that interaction design of the existing conversational commerce are still lacking in various areas. Therefore, an interaction and interface design for chatbot-based conversational commerce are developed in this study using user-centered design. The outcome of this study is a prototype that fulfills the usability goal and the user experience goal defined for chatbot-based conversational commerce on mobile platform especially for Indonesian users. We conduct usability testing to evaluate the prototype. The results show that the prototype fulfills the defined usability goals and user experience goals as 100% users agree that the prototype is effective to use, efficient to use, easy to learn, enjoyable and helpful, although only 83.3% users agree that the prototype is safe to use.","2018-08-01","['supervised learning', 'neural networks', 'computer vision', 'methodology']","['001a22e8e05cadd7a01fe82893c66286028bf419', '00004449faedb015ab2104d544336adfc3ffa582', '000cccf8938254fad0eae8f93b96d65583f027fd', '0017aa414932e6e872a5a5bb2bd41eb7b8ef1eac', '001129479fa72a47f74bf10a667a2b54c41ba149', '000be140be213824776172d2378675b553020eff', '001b4cafd6f47654672979531cd76c69420e9a08', '000fa1e32c921ee0e5934b7091fe8d8b1b78958f', '000c5df8acf814794e2643c1359f2277c4edaefa']","2018 5th International Conference on Advanced Informatics: Concept Theory and Applications (ICAICTA)","2018 5th International Conference on Advanced Informatics: Concept Theory and Applications (ICAICTA)","Vol. XY","Proceedings","95-197",""
"00107b21783e6262fca4d3642ea7bbb5dc1e8f41","['144032033', '2744882', '51918675']","144032033","A Continuation Principle for Periodic BV-Continuous State-Dependent Sweeping Processes","We consider a Caratheodory differential equation with a state-dependent convex constraint that changes BV-continuously in time (a perturbed BV-continuous state-dependent sweeping processes). By setting up an appropriate catching-up algorithm we prove solvability of the initial value problem. Then, for sweeping processes with $T$-periodic right-hand-sides, we prove the existence of at least one $T$-periodic solution. Finally, we further consider a $T$-periodic sweeping process which is close to an autonomous sweeping process with a constant constraint and prove the existence of a $T$-periodic solution specifically located near the boundary switched equilibrium of the autonomous sweeping process.","2018-08-30","['continuous integration', 'agile methodology', 'DevOps', 'optimization']","['001534ec4e6d656722fddc81ba532779cea76875', '000a2a1221d68bd80a1ac4c0ce562eaed7e6bff9', '000a2d153b115cb268e04d63a1131e09782fc87a', '000eaac83b164769f07de7de7a99104be4e827ae']","SIAM Journal on Mathematical Analysis","SIAM Journal on Mathematical Analysis","52","Journal","41-105",""
"0010ca2a5bafdc54198657d8cca78fe9ee50f8b3","['1773835', '2051969', '2418830']","1773835","Introduction to the Minitrack on Senior's Use of Health Information Technology","","2018-01-03","['intrusion detection', 'access control', 'vulnerability assessment', 'performance evaluation']","['0013b3c2084ac866157f94198f024580b7a8d8e3']","Hawaii International Conference on System Sciences","Hawaii International Conference on System Sciences","Vol. XY","Journal","93-167",""
"0011071d2fae68b4aa0658d629b3c11c1225ab2d","['2287423762', '9393063', '2110165867']","2287423762","Multi-Agent based Information Warfare System Modeling and Simulation","In this paper, multi-agent based modeling and simulation approach is used and multi-agent model of IWS is studied. In order to solve the problems about simulation of intelligent engagement action, dynamic information processing, and changing battlespace environment, we analyzed the problem space, battlespace and information processing of IWS, put forward the multi-agent organization of IWS and the architecture of agents. The cooperative control behavior model of combat principal combat is constructed, and the interaction mechanism and collaborative method of multiagent combat cooperative control are proposed and furthermore set up the elementary approach model of task decomposition and task allocation in this system, the Contract Net Protocol is used to task allocation of multi-agent IWS. The simulation result proves that the established distributed multiagent system model of IWS can afford advantage for carrying out the advanced concept technology demonstration of the external, dynamic, complicated and intelligent process.","2018-08-01","['data querying', 'data modeling', 'data processing', 'case study']","['0008e9f8386759f6da8b48b9f121eb610df5dd81', '000e5762d65a5adf663f65b545bef13f36dacb50', '00136066db15cccbde9eb1b2b1a57c6c2e576f19', '0003678d3d567451ce3111588fdcd33468760f9d', '0002650349c862ea157da9216acd697426c25566', '0002f985e76aa4c63c8954fcb76dd816a3359110', '000c351ffff4b7379817bf6a9c73c4d3617a1395']","IEEE Chinese Guidance, Navigation and Control Conference","IEEE Chinese Guidance, Navigation and Control Conference","Vol. XY","Proceedings","43-139",""
"0011394496e5924a8252843a55d527d8eaefcaa3","['86981658', '1500391936', '2233984', '1790902']","86981658","An Integrated Learning Analytics Approach for Virtual Vocational Training Centers","Virtual training centers are hosted solutions for the implementation of training courses in the form of e.g. Webinars. Many existing centers neglect the informal and social dimension of vocational training as well as the legitimate business interests of training providers and companies sending their employees. In this paper, we present the virtual training center platform V3C that blends formal, certified virtual training courses with self-regulated and social learning in synchronous and asynchronous learning phases. We have developed an integrated learning analytics approach to collect, store, analyze and visualize data for different purposes like certification, interventions and gradual improvement of the platform. The results given here demonstrate the ability of the platform to deliver data for key performance indicators like learning outcomes and drop-out rates as well as the interplay between synchronous and asynchronous learning phases on a very large scale. Since the platform implementation is open source, results can be easily transferred and exploited in many contexts.","","['cryptography', 'blockchain', 'vulnerability assessment', 'optimization']","['001018c21c977932fe415bfa3a7b0b66cf71f6b3', '0017cb33a62bb185fbdbcb7d83729816f702be17', '0005f82ff90113faaf836e5ad234c2930a11baa5', '000fb72e624fbba456f8f5765b55c4ecab1d4323', '0007b417c3b383ac45dead1c4ca7758010246463', '001537061d95130cfc6499f92e91929447125c4e']","Int. J. Interact. Multim. Artif. Intell.","Int. J. Interact. Multim. Artif. Intell.","5","Journal","94-160",""
"0011aea838feb4bc875d08a680dc7ae18972f3fc","['2064429171', '2091106763']","2064429171","Retraction: Internet and Prostitution Activities (J. Phys.: Conf. Ser. 1114 012060)","This paper was retracted by IOP Publishing on 12 December 2018. This paper was published due to a technical error and was not intended to be included in this journal. Retraction published: 8 February 2019","2018-12-07","['access control', 'malware analysis', 'cryptography', 'case study']","['0010e81e72760b6b84a229b3fe40f86486c93b71', '0016312aad31ee3e821666a164c30514eef48a73', '001bdbc513c1ca3e476f09cc5ba45b43ab354ccd', '0008d7eb3f98f5df6375aebbc62f25a3f68d2595', '0013df11a3b864ac620279034bf73aef2a96dcbd', '00012ad5a6e6fa7be76f319268e0b2ace0d322f5', '0011ef9fd18888cef786ffb0a6ef215f09dc1e03', '000c351ffff4b7379817bf6a9c73c4d3617a1395', '00068ed4b4a94938e3fedc95b9181221d2efdca8']","Journal of Physics: Conference Series","Physics: Conference Series","1114","Proceedings","83-170",""
"0011cd31f0ca68b0e39262ede676bef435ee12d1","['145937405']","145937405","SiC power MOSFET gate oxide breakdown reliability — Current status","","2018-03-11","['molecular docking', 'computational biology', 'transcriptomics', 'survey']","['000625595b3d77c4f9083a91a1b3e6e0325b18e1', '0013903962d4bb020842e501325c2b3e21c43ae5', '00123d4b43ca013947b955d54d3bd42eb1382ced', '0007afdb2e7a96d69f4cd21215fa00a2a3b983fe', '000add630ea37e52f03b21e829e5af1f3f855e56', '000c1bdf07b5511e9326cdeb695610f0fbe7b2dc', '00004326f6c80527a54f78f6b94e6c4017db7435']","IEEE International Reliability Physics Symposium","IEEE International Reliability Physics Symposium","Vol. XY","Journal","84-144",""
"0011d0b1962473d54ac720f78f6c49103b01b77b","['122113652', '2057616290']","122113652","GILBO: One Metric to Measure Them All","We propose a simple, tractable lower bound on the mutual information contained in the joint generative density of any latent variable generative model: the GILBO (Generative Information Lower BOund). It offers a data-independent measure of the complexity of the learned latent variable description, giving the log of the effective description length. It is well-defined for both VAEs and GANs. We compute the GILBO for 800 GANs and VAEs each trained on four datasets (MNIST, FashionMNIST, CIFAR-10 and CelebA) and discuss the results.","2018-02-12","['blockchain', 'intrusion detection', 'vulnerability assessment', 'case study']","['0005bdbcec4526d1df0257b581e1d5a7ec2dfbf4', '000dfe5270730c7e72aef3371caedd0f10444b8d', '00126dd1dd8dedaa0b57831e76757ec3ef6abb55', '00043b84a4ffb1b7a328f3cf3876cf1b318dba39', '0013b3c2084ac866157f94198f024580b7a8d8e3', '000630c48de1085c49cd879ab690c67b68ab742e']","Neural Information Processing Systems","Neural Information Processing Systems","abs/1802.04874","Journal","41-141",""
"0011e45d5295593e160506480477c62343b04810","['2108162544', '2110812101', '1800981']","2108162544","Micro-NGO: Tackling Wicked Social Problems with Problem Solving and Action Planning Support in Chat","","2018-04-20","['deep learning', 'neural networks', 'natural language processing', 'future trends']","['00102916233d568656659b8263efb6d8fb4a46d6', '0001f39b4c77b69eae8cacf61bda7d912f4022b4', '000a01f39c8d4f0828fd0a4ca53cae7d865fadd4', '0009e9af81eed954ae649d18172b9e938dcb66ef', '000a409db5636cda89638c0678a5fbe35082f4bf', '0000f6401f9f41d712029cac0cb4f7e6e5df95a7', '00112e043ee9287d51ee4d8f5467caa3ca495ba2', '000115f877c3a3fc77736afe620a22500188f3a5']","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","Extended Abstracts of the 2018 CHI Conference on Human Factors in Computing Systems","Vol. XY","Journal","16-151",""
"0011eeb34ec3958ea1cd0ca7b69a3c3fd68b8349","['2126207', '49750230', '46938873', '144184548', '3195117', '1702017', '35466637']","2126207","Non‐parametric graphnet‐regularized representation of dMRI in space and time","","","['malware analysis', 'intrusion detection', 'network security', 'future trends']","['0016e231a1fc8488880fdaafc6e5c7f1ca4289b9', '0010141bd5e8130d1e4afba2f71a40e87422257d']","Medical Image Analysis","Medical Image Analysis","43","Journal","70-102",""
"0011ef9fd18888cef786ffb0a6ef215f09dc1e03","['2108649890', '2808992', '47008023', '103073143', '49417468']","2108649890","Anomalous Path Detection for Spatial Crowdsourcing-Based Indoor Navigation System","Indoor navigation system provides customized path planning for requesters who are unfamiliar with the indoor environment, such as shopping mall and airport. Spatial crowd-sourcing technology can be applied to indoor navigation to offer fundamental services related to location. However, spatial crowdsourcing-based indoor navigation is vulnerable to the intrusion of injected anomalous paths from attackers. In this paper, we propose an anomalous path detection (APD) scheme to classify attackers according to their reputation management and abnormal trajectory sequence. Specifically, we first develop a crowdsourcing system to support the indoor location service using the fog as the spatial crowdsourcing server. Then, we identify two levels of attackers, i.e., the malicious responders and the semi-honest responders in the indoor environment according to their attacking purposes. Through the responders' historical records from the fog server, we analyze a series of trajectory sequences consisting of the distance between the current position and the destination to distinguish the semi-honest responders from the normal. In addition, we propose a semi-supervised learning with hidden Markov model (HMM) to detect the semi-honest responders. Finally, the extensive simulations show that the APD scheme can achieve higher accuracy with the acceptable false rate.","2018-12-01","['data storage', 'data management', 'data querying', 'future trends']","['0001c075e889278c69026d6b6c12f0e6c787d930', '000a08b962bd2ebb21d54700e63fa5c19d25db9c', '00004edcacf993a1c49c8faecbb7c89b8eab3f35', '001b16073a95426f27baa8d1b1b0da279a627e69', '0012d023347d01b791e7753f4f58567a5d480f7f', '00015cd9c16b3626aac553e00827892298b10156', '00194a86f2e0a36f43aaa938d5c717153cdd7c5f', '00024a7d2d758406880e0e42310d627dc55dd393']","Global Communications Conference","Global Communications Conference","Vol. XY","Proceedings","38-144",""
"0011fa55bd9879ccf8af4616880fdd36459bb69e","['2098669', '1757818', '1808200']","2098669","Hazard Relation Diagrams: a diagrammatic representation to increase validation objectivity of requirements-based hazard mitigations","","2018-06-01","['continuous integration', 'agile methodology', 'test-driven development', 'optimization']","['00050c15896e8ae6bb534f10d072351547993f72', '000f59777018acbcfd724f3c50e8c1105b345c9c', '0014622369bd84a22669010ca7e1d6288e52c47f', '000564cdac9f3cb46ca1770b7fcaa6f65ba22620']","Requirements Engineering","Requirements Engineering","23","Journal","56-157",""
